https://www.nytimes.com/2018/09/29/opinion/sunday/fury-is-a-political-weapon-and-women-need-to-wield-it.html,601873,125,text/html
https://www.nytimes.com/,672225,143,text/html
https://www.nytimes.com/video,226988,79,text/html
https://www.nytimes.com/2018/09/30/world/asia/indonesia-tsunami-science.html,659442,125,text/html
https://www.nytimes.com/2018/09/29/world/europe/london-phone-boxes-inlink.html,589056,131,text/html
https://www.nytimes.com/section/us,135209,135,text/html
https://www.nytimes.com/video/arts,574304,85,text/html
https://www.nytimes.com/section/arts/television,143794,156,text/html
https://www.nytimes.com/section/opinion/contributors,292507,110,text/html
https://www.nytimes.com/2018/09/30/us/the-old-rules-not-working-women.html,640298,133,text/html
https://www.nytimes.com/section/opinion/columnists,108730,123,text/html
https://www.nytimes.com/section/fashion/weddings,183741,193,text/html
https://www.nytimes.com/section/learning,155751,158,text/html
https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-319373aaf4524d94d38aa599c56b8655.png,3148,0,image/png
https://www.nytimes.com/section/opinion?pagetype=Homepage&action=click&module=Opinion,165895,201,text/html
https://www.nytimes.com/2018/09/30/arts/music/kanye-west-donald-trump-snl.html,655949,136,text/html
https://www.nytimes.com/section/education,141903,149,text/html
https://www.nytimes.com/2018/09/30/arts/television/elayne-boosler-the-comedy-master-who-hasnt-gotten-her-due.html,837452,145,text/html
https://www.nytimes.com/section/movies,141183,158,text/html
https://www.nytimes.com/section/theater,141003,155,text/html
https://www.nytimes.com/2018/09/30/opinion/trump-cant-win-the-war-on-demography.html,566426,124,text/html
https://www.nytimes.com/section/world,178299,183,text/html
https://www.nytimes.com/2018/09/29/opinion/sunday/red-tide-florida-tourism.html,648803,127,text/html
https://www.nytimes.com/2018/09/30/us/migrant-children-tent-city-texas.html,465012,125,text/html
https://www.nytimes.com/section/obituaries,155263,166,text/html
https://www.nytimes.com/section/t-magazine,171879,183,text/html
https://www.nytimes.com/2018/09/30/opinion/assault-survivors-kavanaugh-trauma.html,768693,137,text/html
https://www.nytimes.com/section/multimedia,424868,128,text/html
https://www.nytimes.com/subscription/multiproduct/lp8HYKU?campaignId=37WXW,112386,40,text/html
https://www.nytimes.com/2018/09/29/opinion/sunday/sex-education-ethics-assault-boys.html,711041,129,text/html
https://www.nytimes.com/2018/09/30/us/politics/fbi-kavanaugh-investigation-scope-democrats.html,737398,133,text/html
https://www.nytimes.com/section/travel,189793,190,text/html
https://www.nytimes.com/section/sports,189741,174,text/html
https://www.nytimes.com/section/arts/music,143870,158,text/html
https://www.nytimes.com/section/politics,130940,142,text/html
https://www.nytimes.com/2018/09/28/us/me-too-men.html,745344,132,text/html
https://www.nytimes.com/2018/09/29/opinion/sunday/brett-kavanaugh-drinking-blackouts.html,670947,126,text/html
https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-7cccbfb151c7db793e92ea58c30b9e72.png,1184,0,image/png
https://www.nytimes.com/section/magazine,140394,147,text/html
https://www.nytimes.com/section/health,139195,153,text/html
https://www.nytimes.com/section/arts/dance,138673,148,text/html
https://www.nytimes.com/section/technology,144292,156,text/html
https://www.nytimes.com/section/science,151245,161,text/html
https://www.nytimes.com/section/realestate,193889,184,text/html
https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-61d373c43aa8365d3940c5f1135f4597.png,2440,0,image/png
https://www.nytimes.com/2018/09/30/opinion/the-economic-future-isnt-what-it-used-to-be-wonkish.html,813544,135,text/html
https://www.nytimes.com/subscription/games/lp897H9.html,48557,37,text/html
https://www.nytimes.com/2018/09/29/sunday-review/cornell-food-scientist-wansink-misconduct.html,886125,142,text/html
https://www.nytimes.com/section/fashion,252825,251,text/html
https://www.nytimes.com/section/food,358462,172,text/html
https://www.nytimes.com/section/reader-center,173787,174,text/html
https://www.nytimes.com/2018/09/30/us/samantha-bee-cecile-richards-self-doubt.html,502634,128,text/html
https://www.nytimes.com/section/corrections,116601,127,text/html
https://www.nytimes.com/section/arts/design,139741,149,text/html
https://www.nytimes.com/section/upshot,136475,149,text/html
https://www.nytimes.com/section/jobs,120530,132,text/html
https://www.nytimes.com/2018/09/30/us/politics/supreme-court-new-term.html,592437,143,text/html
https://www.nytimes.com/2018/09/30/world/asia/indonesia-tsunami.html,693082,119,text/html
https://www.nytimes.com/2018/09/30/opinion/death-penalty-tennessee-injection.html,709324,132,text/html
https://www.nytimes.com/vi-assets/static-assets/favicon-4bf96cb6a1093748bf5b3c429accb9b4.ico,1648,0,image/vnd.microsoft.icon
https://www.nytimes.com/2018/09/29/opinion/sunday/schizophrenia-psychiatric-disorders-immune-system.html,680997,130,text/html
https://www.nytimes.com/section/business,191850,175,text/html
https://www.nytimes.com/section/opinion/letters,107885,123,text/html
https://www.nytimes.com/subscription/multiproduct/lp8HYKU.html?campaignId=6W74R,112386,40,text/html
https://www.nytimes.com/2018/09/28/dining/fast-favorites.html,599203,137,text/html
https://www.nytimes.com/es/,177944,108,text/html
https://www.nytimes.com/section/automobiles,142102,144,text/html
https://www.nytimes.com/video/opinion,156647,71,text/html
https://www.nytimes.com/watching,1048576,268,text/html
https://www.nytimes.com/section/lens,363120,117,text/html
https://www.nytimes.com/crosswords,343949,46,text/html
https://www.nytimes.com/section/nyregion,139300,146,text/html
https://www.nytimes.com/section/opinion/editorials,258799,110,text/html
https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-319373aaf4524d94d38aa599c56b8655.png,3148,0,image/png
https://www.nytimes.com/section/todayspaper,148468,173,text/html
https://www.nytimes.com/2018/09/30/opinion/james-comey-fbi-kavanaugh-investigation.html,551368,119,text/html
https://www.nytimes.com/section/opinion,165895,200,text/html
https://www.nytimes.com/2018/09/30/us/politics/us-canada-nafta-deal-deadline.html,662674,123,text/html
https://www.nytimes.com/section/climate,141084,146,text/html
